Részvény: BUX

Dátum	Nyitó	Záró	Minimum	Maximum	Forgalom (db)
1992-06-30	0.0000	931.0000	0.0000	0.0000	0
1992-07-01	0.0000	938.0000	0.0000	0.0000	0
1992-07-02	0.0000	937.0000	0.0000	0.0000	0
1992-07-03	0.0000	937.0000	0.0000	0.0000	0
1992-07-06	0.0000	938.0000	0.0000	0.0000	0
1992-07-07	0.0000	944.0000	0.0000	0.0000	0
1992-07-08	0.0000	937.0000	0.0000	0.0000	0
1992-07-09	0.0000	954.0000	0.0000	0.0000	0
1992-07-10	0.0000	945.0000	0.0000	0.0000	0
1992-07-13	0.0000	944.0000	0.0000	0.0000	0
1992-07-14	0.0000	939.0000	0.0000	0.0000	0
1992-07-15	0.0000	940.0000	0.0000	0.0000	0
1992-07-16	0.0000	931.0000	0.0000	0.0000	0
1992-07-17	0.0000	926.0000	0.0000	0.0000	0
1992-07-20	0.0000	920.0000	0.0000	0.0000	0
1992-07-21	0.0000	911.0000	0.0000	0.0000	0
1992-07-22	0.0000	913.0000	0.0000	0.0000	0
1992-07-23	0.0000	913.0000	0.0000	0.0000	0
1992-07-24	0.0000	913.0000	0.0000	0.0000	0
1992-07-27	0.0000	909.0000	0.0000	0.0000	0
1992-07-28	0.0000	905.0000	0.0000	0.0000	0
1992-07-29	0.0000	911.0000	0.0000	0.0000	0
1992-07-30	0.0000	904.0000	0.0000	0.0000	0
1992-07-31	0.0000	906.0000	0.0000	0.0000	0
1992-08-03	0.0000	906.0000	0.0000	0.0000	0
1992-08-04	0.0000	898.0000	0.0000	0.0000	0
1992-08-05	0.0000	899.0000	0.0000	0.0000	0
1992-08-06	0.0000	906.0000	0.0000	0.0000	0
1992-08-07	0.0000	907.0000	0.0000	0.0000	0
1992-08-10	0.0000	902.0000	0.0000	0.0000	0
1992-08-11	0.0000	902.0000	0.0000	0.0000	0
1992-08-12	0.0000	902.0000	0.0000	0.0000	0
1992-08-13	0.0000	901.0000	0.0000	0.0000	0
1992-08-14	0.0000	901.0000	0.0000	0.0000	0
1992-08-17	0.0000	899.0000	0.0000	0.0000	0
1992-08-18	0.0000	903.0000	0.0000	0.0000	0
1992-08-19	0.0000	904.0000	0.0000	0.0000	0
1992-08-24	0.0000	904.0000	0.0000	0.0000	0
1992-08-25	0.0000	911.0000	0.0000	0.0000	0
1992-08-26	0.0000	911.0000	0.0000	0.0000	0
1992-08-27	0.0000	905.0000	0.0000	0.0000	0
1992-08-28	0.0000	905.0000	0.0000	0.0000	0
1992-08-31	0.0000	904.0000	0.0000	0.0000	0
1992-09-01	0.0000	905.0000	0.0000	0.0000	0
1992-09-02	0.0000	910.0000	0.0000	0.0000	0
1992-09-03	0.0000	908.0000	0.0000	0.0000	0
1992-09-04	0.0000	907.0000	0.0000	0.0000	0
1992-09-07	0.0000	909.0000	0.0000	0.0000	0
1992-09-08	0.0000	911.0000	0.0000	0.0000	0
1992-09-09	0.0000	910.0000	0.0000	0.0000	0
1992-09-10	0.0000	912.0000	0.0000	0.0000	0
1992-09-11	0.0000	915.0000	0.0000	0.0000	0
1992-09-14	0.0000	917.0000	0.0000	0.0000	0
1992-09-15	0.0000	911.0000	0.0000	0.0000	0
1992-09-16	0.0000	919.0000	0.0000	0.0000	0
1992-09-17	0.0000	918.0000	0.0000	0.0000	0
1992-09-18	0.0000	918.0000	0.0000	0.0000	0
1992-09-21	0.0000	917.0000	0.0000	0.0000	0
1992-09-22	0.0000	917.0000	0.0000	0.0000	0
1992-09-23	0.0000	916.0000	0.0000	0.0000	0
1992-09-24	0.0000	914.0000	0.0000	0.0000	0
1992-09-25	0.0000	918.0000	0.0000	0.0000	0
1992-09-28	0.0000	922.0000	0.0000	0.0000	0
1992-09-29	0.0000	928.0000	0.0000	0.0000	0
1992-09-30	0.0000	926.0000	0.0000	0.0000	0
1992-10-01	0.0000	920.0000	0.0000	0.0000	0
1992-10-02	0.0000	919.0000	0.0000	0.0000	0
1992-10-05	0.0000	920.0000	0.0000	0.0000	0
1992-10-06	0.0000	911.0000	0.0000	0.0000	0
1992-10-07	0.0000	910.0000	0.0000	0.0000	0
1992-10-08	0.0000	912.0000	0.0000	0.0000	0
1992-10-09	0.0000	913.0000	0.0000	0.0000	0
